O sistema n�o pode encontrar o caminho especificado.
[2026-02-06 23:14:11] INFO [app:58] - ✅ Sistema de logging configurado (rotação diária, retenção: 3 dias)
[2026-02-06 23:14:11] INFO [app:73] - ✅ Security headers configurados
[2026-02-06 23:14:11] INFO [app:72] - ✅ Error handlers registrados
Erro ao inicializar banco de dados: column "criado_em" does not exist

[2026-02-06 23:14:11] INFO [app:106] -  16 Blueprints registrados com sucesso
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://172.16.1.75:5000
Press CTRL+C to quit
 * Restarting with stat
[2026-02-06 23:14:13] INFO [app:58] - ✅ Sistema de logging configurado (rotação diária, retenção: 3 dias)
[2026-02-06 23:14:13] INFO [app:73] - ✅ Security headers configurados
[2026-02-06 23:14:13] INFO [app:72] - ✅ Error handlers registrados
Erro ao inicializar banco de dados: column "criado_em" does not exist

[2026-02-06 23:14:13] INFO [app:106] -  16 Blueprints registrados com sucesso
 * Debugger is active!
 * Debugger PIN: 429-135-896
10.212.192.2 - - [06/Feb/2026 23:15:44] "GET /api/paineis/painel3/medicos HTTP/1.1" 200 -
10.212.192.2 - - [06/Feb/2026 23:15:45] "GET /painel/painel3 HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:45] "GET /paineis/painel3/style.css HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:45] "GET /paineis/painel3/main.js HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:45] "GET /static/img/logo.png HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:45] "GET /static/img/favicon.png HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:45] "GET /api/paineis/painel3/medicos HTTP/1.1" 200 -
10.212.192.2 - - [06/Feb/2026 23:15:46] "GET /painel/painel3 HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:46] "GET /paineis/painel3/style.css HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:46] "GET /static/img/logo.png HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:46] "GET /paineis/painel3/main.js HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:46] "GET /static/img/favicon.png HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:46] "GET /api/paineis/painel3/medicos HTTP/1.1" 200 -
10.212.192.2 - - [06/Feb/2026 23:15:48] "GET /frontend/dashboard.html HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:48] "GET /frontend/dashboard.css HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:48] "GET /static/img/logo.png HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:48] "GET /frontend/dashboard.js HTTP/1.1" 304 -
10.212.192.2 - - [06/Feb/2026 23:15:48] "GET /api/verificar-sessao HTTP/1.1" 200 -
10.212.192.2 - - [06/Feb/2026 23:15:48] "GET /api/minhas-permissoes HTTP/1.1" 200 -
10.212.192.2 - - [06/Feb/2026 23:15:49] "GET /painel/painel4 HTTP/1.1" 304 -
